POPGROUP.id,POPGROUP.display-label,GEO.id,GEO.id2,GEO.display-label,VD02,VD03,VD04,VD05
1,Total population,0500000US01079,1079,"Lawrence County, Alabama",20657,26828,14250,12578
1,Total population,0500000US01081,1081,"Lee County, Alabama",17183,21622,13763,7859
1,Total population,0500000US01083,1083,"Limestone County, Alabama",21936,29042,16044,12998
1,Total population,0500000US01085,1085,"Lowndes County, Alabama",17503,21270,14816,6454
1,Total population,0500000US01087,1087,"Macon County, Alabama",14847,17649,12670,4979
1,Total population,0500000US01089,1089,"Madison County, Alabama",24227,31349,18250,13099
1,Total population,0500000US01091,1091,"Marengo County, Alabama",20025,27254,14425,12829
1,Total population,0500000US01093,1093,"Marion County, Alabama",19238,23254,14601,8653
1,Total population,0500000US01095,1095,"Marshall County, Alabama",20349,25904,15115,10789
1,Total population,0500000US01097,1097,"Mobile County, Alabama",20628,27022,15093,11929
1,Total population,0500000US01099,1099,"Monroe County, Alabama",20109,27443,13736,13707
1,Total population,0500000US01101,1101,"Montgomery County, Alabama",21542,25894,18131,7763
1,Total population,0500000US01103,1103,"Morgan County, Alabama",21781,29454,15541,13913
1,Total population,0500000US01105,1105,"Perry County, Alabama",15675,20511,12712,7799
1,Total population,0500000US01107,1107,"Pickens County, Alabama",19360,23951,14209,9742
1,Total population,0500000US01109,1109,"Pike County, Alabama",16464,21150,12401,8749
1,Total population,0500000US01111,1111,"Randolph County, Alabama",18777,23991,14210,9781
1,Total population,0500000US01113,1113,"Russell County, Alabama",20452,25284,15564,9720
1,Total population,0500000US01115,1115,"St. Clair County, Alabama",23255,28729,18392,10337
1,Total population,0500000US01117,1117,"Shelby County, Alabama",30548,38829,22518,16311
1,Total population,0500000US01119,1119,"Sumter County, Alabama",14737,20565,11977,8588
1,Total population,0500000US01121,1121,"Talladega County, Alabama",20651,26353,15709,10644
1,Total population,0500000US01123,1123,"Tallapoosa County, Alabama",19740,23933,15995,7938
1,Total population,0500000US01125,1125,"Tuscaloosa County, Alabama",19947,25587,15354,10233
1,Total population,0500000US01127,1127,"Walker County, Alabama",20320,26134,14036,12098
1,Total population,0500000US01129,1129,"Washington County, Alabama",20628,28876,13362,15514
1,Total population,0500000US01131,1131,"Wilcox County, Alabama",16250,21435,11696,9739
1,Total population,0500000US01133,1133,"Winston County, Alabama",18181,22153,13957,8196
1,Total population,0500000US02013,2013,"Aleutians East Borough, Alaska",17062,18834,15457,3377
1,Total population,0500000US02016,2016,"Aleutians West Census Area, Alaska",23840,24894,21082,3812
1,Total population,0500000US02020,2020,"Anchorage Municipality, Alaska",27793,32596,23141,9455
1,Total population,0500000US02050,2050,"Bethel Census Area, Alaska",14137,14265,13935,330
1,Total population,0500000US02060,2060,"Bristol Bay Borough, Alaska",27006,35208,22386,12822
1,Total population,0500000US02068,2068,"Denali Borough, Alaska",27146,36400,16128,20272
1,Total population,0500000US02070,2070,"Dillingham Census Area, Alaska",20760,20922,20593,329
1,Total population,0500000US02090,2090,"Fairbanks North Star Borough, Alaska",24723,30145,19946,10199
1,Total population,0500000US02100,2100,"Haines Borough, Alaska",19259,25143,14435,10708
1,Total population,0500000US02110,2110,"Juneau City and Borough, Alaska",30200,35595,25734,9861
1,Total population,0500000US02122,2122,"Kenai Peninsula Borough, Alaska",22789,31259,16380,14879
1,Total population,0500000US02130,2130,"Ketchikan Gateway Borough, Alaska",26069,32275,21068,11207
1,Total population,0500000US02150,2150,"Kodiak Island Borough, Alaska",23714,30378,16183,14195
1,Total population,0500000US02164,2164,"Lake and Peninsula Borough, Alaska",14730,18654,11972,6682
1,Total population,0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",25191,33452,17951,15501
1,Total population,0500000US02180,2180,"Nome Census Area, Alaska",19534,20087,18773,1314
1,Total population,0500000US02185,2185,"North Slope Borough, Alaska",31532,34455,28086,6369
1,Total population,0500000US02188,2188,"Northwest Arctic Borough, Alaska",22463,25678,20691,4987
1,Total population,0500000US02201,2201,"Prince of Wales-Outer Ketchikan Census Area, Alaska",20951,28853,12255,16598
1,Total population,0500000US02220,2220,"Sitka City and Borough, Alaska",25349,30720,21436,9284
1,Total population,0500000US02232,2232,"Skagway-Hoonah-Angoon Census Area, Alaska",21191,26815,15846,10969
1,Total population,0500000US02240,2240,"Southeast Fairbanks Census Area, Alaska",20842,25260,15548,9712
1,Total population,0500000US02261,2261,"Valdez-Cordova Census Area, Alaska",24397,31966,17760,14206
1,Total population,0500000US02270,2270,"Wade Hampton Census Area, Alaska",9934,10389,8931,1458
1,Total population,0500000US02280,2280,"Wrangell-Petersburg Census Area, Alaska",24184,31744,15467,16277
1,Total population,0500000US02282,2282,"Yakutat City and Borough, Alaska",23347,30357,15625,14732
1,Total population,0500000US02290,2290,"Yukon-Koyukuk Census Area, Alaska",14418,14832,14082,750
1,Total population,0500000US04001,4001,"Apache County, Arizona",16206,19619,13872,5747
1,Total population,0500000US04003,4003,"Cochise County, Arizona",18745,23666,14036,9630
1,Total population,0500000US04005,4005,"Coconino County, Arizona",18642,22904,15027,7877
1,Total population,0500000US04007,4007,"Gila County, Arizona",19084,24185,14329,9856
1,Total population,0500000US04009,4009,"Graham County, Arizona",15280,21177,11063,10114
1,Total population,0500000US04011,4011,"Greenlee County, Arizona",27752,36139,13550,22589
1,Total population,0500000US04012,4012,"La Paz County, Arizona",16864,20076,14364,5712
1,Total population,0500000US04013,4013,"Maricopa County, Arizona",25178,29562,21058,8504
1,Total population,0500000US04015,4015,"Mohave County, Arizona",17842,21793,15040,6753
1,Total population,0500000US04017,4017,"Navajo County, Arizona",17020,20669,13525,7144
1,Total population,0500000US04019,4019,"Pima County, Arizona",20444,24690,16447,8243
1,Total population,0500000US04021,4021,"Pinal County, Arizona",20292,24270,16477,7793
1,Total population,0500000US04023,4023,"Santa Cruz County, Arizona",17600,21707,12690,9017
1,Total population,0500000US04025,4025,"Yavapai County, Arizona",18948,23647,14820,8827
1,Total population,0500000US04027,4027,"Yuma County, Arizona",16537,20108,12795,7313
1,Total population,0500000US05001,5001,"Arkansas County, Arkansas",19847,25277,15462,9815
1,Total population,0500000US05003,5003,"Ashley County, Arkansas",20595,28507,13487,15020
1,Total population,0500000US05005,5005,"Baxter County, Arkansas",16944,21345,14182,7163
1,Total population,0500000US05007,5007,"Benton County, Arkansas",21194,25650,17596,8054
1,Total population,0500000US05009,5009,"Boone County, Arkansas",17648,21746,14084,7662
1,Total population,0500000US05011,5011,"Bradley County, Arkansas",16630,20443,12996,7447
1,Total population,0500000US05013,5013,"Calhoun County, Arkansas",19799,26718,13221,13497
1,Total population,0500000US05015,5015,"Carroll County, Arkansas",16381,18895,14117,4778
1,Total population,0500000US05017,5017,"Chicot County, Arkansas",15223,18280,12965,5315
1,Total population,0500000US05019,5019,"Clark County, Arkansas",15224,20222,11487,8735
1,Total population,0500000US05021,5021,"Clay County, Arkansas",16646,21275,13194,8081
1,Total population,0500000US05023,5023,"Cleburne County, Arkansas",19728,25467,14459,11008
1,Total population,0500000US05025,5025,"Cleveland County, Arkansas",21112,26931,15629,11302
1,Total population,0500000US05027,5027,"Columbia County, Arkansas",18520,24628,13131,11497
1,Total population,0500000US05029,5029,"Conway County, Arkansas",19183,23529,15017,8512
1,Total population,0500000US05031,5031,"Craighead County, Arkansas",18530,23396,14712,8684
1,Total population,0500000US05033,5033,"Crawford County, Arkansas",19591,25190,14978,10212
1,Total population,0500000US05035,5035,"Crittenden County, Arkansas",20623,26031,16315,9716
1,Total population,0500000US05037,5037,"Cross County, Arkansas",19220,23413,15392,8021
1,Total population,0500000US05039,5039,"Dallas County, Arkansas",17905,21819,13980,7839
1,Total population,0500000US05041,5041,"Desha County, Arkansas",17433,22852,14015,8837
1,Total population,0500000US05043,5043,"Drew County, Arkansas",17455,21793,14320,7473
1,Total population,0500000US05045,5045,"Faulkner County, Arkansas",20877,25874,15883,9991
1,Total population,0500000US05047,5047,"Franklin County, Arkansas",18560,23210,15115,8095
1,Total population,0500000US05049,5049,"Fulton County, Arkansas",15727,18570,13251,5319
1,Total population,0500000US05051,5051,"Garland County, Arkansas",18081,22207,14133,8074
1,Total population,0500000US05053,5053,"Grant County, Arkansas",22349,28404,16603,11801
1,Total population,0500000US05055,5055,"Greene County, Arkansas",19902,24339,15115,9224
1,Total population,0500000US05057,5057,"Hempstead County, Arkansas",17370,21849,14218,7631
1,Total population,0500000US05059,5059,"Hot Spring County, Arkansas",19296,24487,14564,9923
1,Total population,0500000US05061,5061,"Howard County, Arkansas",17546,22361,14547,7814
1,Total population,0500000US05063,5063,"Independence County, Arkansas",18757,22735,15250,7485
1,Total population,0500000US05065,5065,"Izard County, Arkansas",16637,19490,13554,5936
1,Total population,0500000US05067,5067,"Jackson County, Arkansas",17009,21577,13743,7834
1,Total population,0500000US05069,5069,"Jefferson County, Arkansas",20140,25773,15501,10272
1,Total population,0500000US05071,5071,"Johnson County, Arkansas",17686,21345,13492,7853
1,Total population,0500000US05073,5073,"Lafayette County, Arkansas",17519,22360,12083,10277
1,Total population,0500000US05075,5075,"Lawrence County, Arkansas",16413,20758,12938,7820
1,Total population,0500000US05077,5077,"Lee County, Arkansas",16402,18013,14426,3587
1,Total population,0500000US05079,5079,"Lincoln County, Arkansas",16238,17962,14839,3123
1,Total population,0500000US05081,5081,"Little River County, Arkansas",18389,25162,13159,12003
1,Total population,0500000US05083,5083,"Logan County, Arkansas",17532,21072,14410,6662
1,Total population,0500000US05085,5085,"Lonoke County, Arkansas",23280,29515,17216,12299
1,Total population,0500000US05087,5087,"Madison County, Arkansas",17010,20862,12372,8490
1,Total population,0500000US05089,5089,"Marion County, Arkansas",16112,19743,12555,7188
1,Total population,0500000US05091,5091,"Miller County, Arkansas",20649,27091,14701,12390
1,Total population,0500000US05093,5093,"Mississippi County, Arkansas",18231,23760,14319,9441
1,Total population,0500000US05095,5095,"Monroe County, Arkansas",15841,20336,12551,7785
1,Total population,0500000US05097,5097,"Montgomery County, Arkansas",16840,21386,12508,8878
1,Total population,0500000US05099,5099,"Nevada County, Arkansas",17845,23896,13824,10072
1,Total population,0500000US05101,5101,"Newton County, Arkansas",15730,19483,11569,7914
1,Total population,0500000US05103,5103,"Ouachita County, Arkansas",19165,26184,14044,12140
1,Total population,0500000US05105,5105,"Perry County, Arkansas",20508,24693,15149,9544
1,Total population,0500000US05107,5107,"Phillips County, Arkansas",16507,20716,13427,7289
1,Total population,0500000US05109,5109,"Pike County, Arkansas",17524,22946,12468,10478
1,Total population,0500000US05111,5111,"Poinsett County, Arkansas",17850,21815,13325,8490
1,Total population,0500000US05113,5113,"Polk County, Arkansas",16256,20042,13555,6487
1,Total population,0500000US05115,5115,"Pope County, Arkansas",18266,23256,13450,9806
1,Total population,0500000US05117,5117,"Prairie County, Arkansas",18760,24296,12981,11315
1,Total population,0500000US05119,5119,"Pulaski County, Arkansas",22435,27000,19397,7603
1,Total population,0500000US05121,5121,"Randolph County, Arkansas",17362,21129,14208,6921
1,Total population,0500000US05123,5123,"St. Francis County, Arkansas",17372,21361,14077,7284
1,Total population,0500000US05125,5125,"Saline County, Arkansas",23216,29274,18294,10980
1,Total population,0500000US05127,5127,"Scott County, Arkansas",16647,20092,13028,7064
1,Total population,0500000US05129,5129,"Searcy County, Arkansas",14903,17691,11593,6098
1,Total population,0500000US05131,5131,"Sebastian County, Arkansas",20589,24799,16457,8342
1,Total population,0500000US05133,5133,"Sevier County, Arkansas",16544,19943,12568,7375
1,Total population,0500000US05135,5135,"Sharp County, Arkansas",16299,20476,12944,7532
1,Total population,0500000US05137,5137,"Stone County, Arkansas",14506,17031,11586,5445
1,Total population,0500000US05139,5139,"Union County, Arkansas",19494,26545,14339,12206
1,Total population,0500000US05141,5141,"Van Buren County, Arkansas",16980,21557,12023,9534
1,Total population,0500000US05143,5143,"Washington County, Arkansas",18686,22096,15301,6795
1,Total population,0500000US05145,5145,"White County, Arkansas",17668,23781,12472,11309
1,Total population,0500000US05147,5147,"Woodruff County, Arkansas",16082,20136,12899,7237
1,Total population,0500000US05149,5149,"Yell County, Arkansas",16655,19627,14102,5525
1,Total population,0500000US06001,6001,"Alameda County, California",30953,36281,26303,9978
1,Total population,0500000US06003,6003,"Alpine County, California",20809,26125,16417,9708
1,Total population,0500000US06005,6005,"Amador County, California",23315,27245,17239,10006
1,Total population,0500000US06007,6007,"Butte County, California",16906,21567,13259,8308
1,Total population,0500000US06009,6009,"Calaveras County, California",22123,29853,15911,13942
1,Total population,0500000US06011,6011,"Colusa County, California",16592,20751,11943,8808
1,Total population,0500000US06013,6013,"Contra Costa County, California",33685,41605,27054,14551
1,Total population,0500000US06015,6015,"Del Norte County, California",19991,24042,12712,11330
1,Total population,0500000US06017,6017,"El Dorado County, California",27051,35438,21101,14337
1,Total population,0500000US06019,6019,"Fresno County, California",18125,21242,14977,6265
1,Total population,0500000US06021,6021,"Glenn County, California",16959,21393,13186,8207
1,Total population,0500000US06023,6023,"Humboldt County, California",16778,21564,12755,8809
1,Total population,0500000US06025,6025,"Imperial County, California",17124,21161,12643,8518
1,Total population,0500000US06027,6027,"Inyo County, California",20918,27612,15199,12413
1,Total population,0500000US06029,6029,"Kern County, California",19689,25354,14247,11107
1,Total population,0500000US06031,6031,"Kings County, California",17479,20761,13770,6991
1,Total population,0500000US06033,6033,"Lake County, California",18265,24038,14084,9954
1,Total population,0500000US06035,6035,"Lassen County, California",17014,18601,15678,2923
1,Total population,0500000US06037,6037,"Los Angeles County, California",22403,25633,19692,5941
1,Total population,0500000US06039,6039,"Madera County, California",17039,21846,12330,9516
1,Total population,0500000US06041,6041,"Marin County, California",36678,45066,30736,14330
1,Total population,0500000US06043,6043,"Mariposa County, California",20057,22888,15866,7022
1,Total population,0500000US06045,6045,"Mendocino County, California",19709,24614,14777,9837
1,Total population,0500000US06047,6047,"Merced County, California",18319,22311,13443,8868
1,Total population,0500000US06049,6049,"Modoc County, California",17214,20733,13423,7310
1,Total population,0500000US06051,6051,"Mono County, California",20962,23568,16410,7158
1,Total population,0500000US06053,6053,"Monterey County, California",20760,23786,16965,6821
1,Total population,0500000US06055,6055,"Napa County, California",26535,31982,21302,10680
1,Total population,0500000US06057,6057,"Nevada County, California",22802,30434,17267,13167
1,Total population,0500000US06059,6059,"Orange County, California",27572,32431,22372,10059
1,Total population,0500000US06061,6061,"Placer County, California",30702,40291,21934,18357
1,Total population,0500000US06063,6063,"Plumas County, California",20843,28660,13685,14975
1,Total population,0500000US06065,6065,"Riverside County, California",22588,28511,17294,11217
1,Total population,0500000US06067,6067,"Sacramento County, California",26073,30234,22430,7804
1,Total population,0500000US06069,6069,"San Benito County, California",25195,34071,18469,15602
1,Total population,0500000US06071,6071,"San Bernardino County, California",22985,28255,17486,10769
1,Total population,0500000US06073,6073,"San Diego County, California",24002,27928,20113,7815
1,Total population,0500000US06075,6075,"San Francisco County, California",31343,35227,28051,7176
1,Total population,0500000US06077,6077,"San Joaquin County, California",21956,27755,16942,10813
1,Total population,0500000US06079,6079,"San Luis Obispo County, California",20489,26101,15285,10816
1,Total population,0500000US06081,6081,"San Mateo County, California",35111,40608,30081,10527
1,Total population,0500000US06083,6083,"Santa Barbara County, California",20955,25339,16356,8983
1,Total population,0500000US06085,6085,"Santa Clara County, California",35298,41955,28431,13524
1,Total population,0500000US06087,6087,"Santa Cruz County, California",23917,30174,19018,11156
1,Total population,0500000US06089,6089,"Shasta County, California",20220,26677,14686,11991
1,Total population,0500000US06091,6091,"Sierra County, California",21098,29438,12325,17113
1,Total population,0500000US06093,6093,"Siskiyou County, California",17221,22448,12914,9534
1,Total population,0500000US06095,6095,"Solano County, California",28227,33643,22824,10819
1,Total population,0500000US06097,6097,"Sonoma County, California",26948,32436,21664,10772
1,Total population,0500000US06099,6099,"Stanislaus County, California",21072,27358,15078,12280
1,Total population,0500000US06101,6101,"Sutter County, California",20256,24790,15359,9431
1,Total population,0500000US06103,6103,"Tehama County, California",18594,23588,13396,10192
1,Total population,0500000US06105,6105,"Trinity County, California",17921,23582,13730,9852
1,Total population,0500000US06107,6107,"Tulare County, California",16994,20450,13448,7002
1,Total population,0500000US06109,6109,"Tuolumne County, California",21255,26167,14386,11781
1,Total population,0500000US06111,6111,"Ventura County, California",26978,33431,21295,12136
1,Total population,0500000US06113,6113,"Yolo County, California",19479,23872,14698,9174
1,Total population,0500000US06115,6115,"Yuba County, California",17714,21967,13580,8387
1,Total population,0500000US08001,8001,"Adams County, Colorado",25745,30656,21176,9480
1,Total population,0500000US08003,8003,"Alamosa County, Colorado",15767,19701,11625,8076
1,Total population,0500000US08005,8005,"Arapahoe County, Colorado",29412,34797,24670,10127
1,Total population,0500000US08007,8007,"Archuleta County, Colorado",17886,23511,12530,10981
1,Total population,0500000US08009,8009,"Baca County, Colorado",16334,20250,12124,8126
1,Total population,0500000US08011,8011,"Bent County, Colorado",15435,15465,15362,103
1,Total population,0500000US08013,8013,"Boulder County, Colorado",26283,33037,20531,12506
1,Total population,0500000US08015,8015,"Chaffee County, Colorado",18628,23928,13390,10538
1,Total population,0500000US08017,8017,"Cheyenne County, Colorado",19615,26711,12213,14498
1,Total population,0500000US08019,8019,"Clear Creek County, Colorado",29721,36124,21580,14544
1,Total population,0500000US08021,8021,"Conejos County, Colorado",15124,19090,11980,7110
1,Total population,0500000US08023,8023,"Costilla County, Colorado",12990,17798,9846,7952
1,Total population,0500000US08025,8025,"Crowley County, Colorado",12758,12811,12500,311
1,Total population,0500000US08027,8027,"Custer County, Colorado",18707,27101,11570,15531
1,Total population,0500000US08029,8029,"Delta County, Colorado",18156,25237,12375,12862
1,Total population,0500000US08031,8031,"Denver County, Colorado",24947,26769,22253,4516
1,Total population,0500000US08033,8033,"Dolores County, Colorado",16921,25688,11500,14188
1,Total population,0500000US08035,8035,"Douglas County, Colorado",40297,52407,28299,24108
1,Total population,0500000US08037,8037,"Eagle County, Colorado",28083,31404,23947,7457
1,Total population,0500000US08039,8039,"Elbert County, Colorado",29694,39644,21212,18432
1,Total population,0500000US08041,8041,"El Paso County, Colorado",23601,29467,18494,10973
1,Total population,0500000US08043,8043,"Fremont County, Colorado",19885,24433,14045,10388
1,Total population,0500000US08045,8045,"Garfield County, Colorado",25570,31284,18752,12532
1,Total population,0500000US08047,8047,"Gilpin County, Colorado",28765,32190,24808,7382
1,Total population,0500000US08049,8049,"Grand County, Colorado",23574,27940,19298,8642
1,Total population,0500000US08051,8051,"Gunnison County, Colorado",15661,18342,12688,5654
1,Total population,0500000US08053,8053,"Hinsdale County, Colorado",18594,22303,12969,9334
1,Total population,0500000US08055,8055,"Huerfano County, Colorado",15321,16022,14051,1971
1,Total population,0500000US08057,8057,"Jackson County, Colorado",17464,23625,10705,12920
1,Total population,0500000US08059,8059,"Jefferson County, Colorado",30407,37370,23897,13473
1,Total population,0500000US08061,8061,"Kiowa County, Colorado",16568,20473,11389,9084
1,Total population,0500000US08063,8063,"Kit Carson County, Colorado",16934,21930,12410,9520
1,Total population,0500000US08065,8065,"Lake County, Colorado",21056,24019,16574,7445
1,Total population,0500000US08067,8067,"La Plata County, Colorado",18773,23181,14963,8218
1,Total population,0500000US08069,8069,"Larimer County, Colorado",22403,30208,16429,13779
1,Total population,0500000US08071,8071,"Las Animas County, Colorado",16745,21640,12500,9140
1,Total population,0500000US08073,8073,"Lincoln County, Colorado",16443,16984,15252,1732
1,Total population,0500000US08075,8075,"Logan County, Colorado",18183,23775,12392,11383
1,Total population,0500000US08077,8077,"Mesa County, Colorado",19402,24990,14486,10504
1,Total population,0500000US08079,8079,"Mineral County, Colorado",17035,25234,12692,12542
1,Total population,0500000US08081,8081,"Moffat County, Colorado",21687,30636,13207,17429
1,Total population,0500000US08083,8083,"Montezuma County, Colorado",18298,24283,13263,11020
1,Total population,0500000US08085,8085,"Montrose County, Colorado",19076,24108,13818,10290
1,Total population,0500000US08087,8087,"Morgan County, Colorado",20268,23541,15211,8330
1,Total population,0500000US08089,8089,"Otero County, Colorado",17336,21124,13426,7698
1,Total population,0500000US08091,8091,"Ouray County, Colorado",22301,29151,14444,14707
1,Total population,0500000US08093,8093,"Park County, Colorado",28190,35669,20527,15142
1,Total population,0500000US08095,8095,"Phillips County, Colorado",17500,23472,12557,10915
1,Total population,0500000US08097,8097,"Pitkin County, Colorado",30700,32851,26625,6226
1,Total population,0500000US08099,8099,"Prowers County, Colorado",17935,21039,13360,7679
1,Total population,0500000US08101,8101,"Pueblo County, Colorado",19523,24331,15310,9021
1,Total population,0500000US08103,8103,"Rio Blanco County, Colorado",19364,29225,12555,16670
1,Total population,0500000US08105,8105,"Rio Grande County, Colorado",17664,23731,11894,11837
1,Total population,0500000US08107,8107,"Routt County, Colorado",24494,30972,19171,11801
1,Total population,0500000US08109,8109,"Saguache County, Colorado",14186,17450,11011,6439
1,Total population,0500000US08111,8111,"San Juan County, Colorado",13750,16184,10278,5906
1,Total population,0500000US08113,8113,"San Miguel County, Colorado",24474,28634,20374,8260
1,Total population,0500000US08115,8115,"Sedgwick County, Colorado",15547,20250,12319,7931
1,Total population,0500000US08117,8117,"Summit County, Colorado",24470,26884,21331,5553
1,Total population,0500000US08119,8119,"Teller County, Colorado",24838,30972,18929,12043
1,Total population,0500000US08121,8121,"Washington County, Colorado",19071,22895,13448,9447
1,Total population,0500000US08123,8123,"Weld County, Colorado",21231,26629,15845,10784
1,Total population,0500000US08125,8125,"Yuma County, Colorado",17769,22020,12805,9215
1,Total population,0500000US09001,9001,"Fairfield County, Connecticut",33497,41865,26480,15385
1,Total population,0500000US09003,9003,"Hartford County, Connecticut",30147,36509,24910,11599
1,Total population,0500000US09005,9005,"Litchfield County, Connecticut",30718,39508,22602,16906
1,Total population,0500000US09007,9007,"Middlesex County, Connecticut",32770,40990,25806,15184
1,Total population,0500000US09009,9009,"New Haven County, Connecticut",29138,36275,23114,13161
1,Total population,0500000US09011,9011,"New London County, Connecticut",27105,34497,20964,13533
1,Total population,0500000US09013,9013,"Tolland County, Connecticut",29407,37598,21788,15810
1,Total population,0500000US09015,9015,"Windham County, Connecticut",24575,31445,19585,11860
1,Total population,0500000US10001,10001,"Kent County, Delaware",22272,27198,18211,8987
1,Total population,0500000US10003,10003,"New Castle County, Delaware",28476,35236,23786,11450
1,Total population,0500000US10005,10005,"Sussex County, Delaware",21238,25518,17325,8193
1,Total population,0500000US11001,11001,"District of Columbia, District of Columbia",27010,29154,25724,3430
1,Total population,0500000US12001,12001,"Alachua County, Florida",16730,20275,13834,6441
1,Total population,0500000US12003,12003,"Baker County, Florida",21730,25916,16890,9026
1,Total population,0500000US12005,12005,"Bay County, Florida",20402,25367,15764,9603
1,Total population,0500000US12007,12007,"Bradford County, Florida",19538,22927,15839,7088
1,Total population,0500000US12009,12009,"Brevard County, Florida",22338,29221,17079,12142
1,Total population,0500000US12011,12011,"Broward County, Florida",25838,30398,21698,8700
1,Total population,0500000US12013,12013,"Calhoun County, Florida",17997,21584,14860,6724
1,Total population,0500000US12015,12015,"Charlotte County, Florida",19840,24382,15944,8438
1,Total population,0500000US12017,12017,"Citrus County, Florida",18298,22448,14705,7743
1,Total population,0500000US12019,12019,"Clay County, Florida",25379,31335,19618,11717
1,Total population,0500000US12021,12021,"Collier County, Florida",22143,26019,19139,6880
1,Total population,0500000US12023,12023,"Columbia County, Florida",19891,23366,15483,7883
1,Total population,0500000US12027,12027,"DeSoto County, Florida",15506,16353,13824,2529
1,Total population,0500000US12029,12029,"Dixie County, Florida",17504,22645,12983,9662
1,Total population,0500000US12031,12031,"Duval County, Florida",23887,28001,20314,7687
1,Total population,0500000US12033,12033,"Escambia County, Florida",19825,24581,15676,8905
1,Total population,0500000US12035,12035,"Flagler County, Florida",20395,24537,16527,8010
1,Total population,0500000US12037,12037,"Franklin County, Florida",18323,21250,13777,7473
1,Total population,0500000US12039,12039,"Gadsden County, Florida",19870,22229,17491,4738
1,Total population,0500000US12041,12041,"Gilchrist County, Florida",20321,24230,16363,7867
1,Total population,0500000US12043,12043,"Glades County, Florida",20354,23530,15185,8345
1,Total population,0500000US12045,12045,"Gulf County, Florida",20433,25030,15818,9212
1,Total population,0500000US12047,12047,"Hamilton County, Florida",18557,21937,15812,6125
1,Total population,0500000US12049,12049,"Hardee County, Florida",15378,17257,12484,4773
1,Total population,0500000US12051,12051,"Hendry County, Florida",17023,19347,14288,5059
1,Total population,0500000US12053,12053,"Hernando County, Florida",19338,24344,15220,9124
1,Total population,0500000US12055,12055,"Highlands County, Florida",17263,20435,14901,5534
